State Name,Branch Name,Village Name,Center Name,Customer Name,Out Standing Principal,Num Days Since Last Due,Bucket Name
S2,PAI,244,15,C149,303.07,0,Current (0 Days)
S1,BAL,517,36,C150,1531.59,0,Current (0 Days)
S1,BAL,517,36,C151,1098.35,0,Current (0 Days)
S2,AUR,238,40,C152,5940.66,0,Current (0 Days)
S2,AHM,353,54,C153,1424.03,0,Current (0 Days)
S2,AHM,353,54,C154,1424.03,0,Current (0 Days)
S2,NIL,357,71,C155,2802.33,0,Current (0 Days)
S2,PAI,245,43,C156,3527.5,0,Current (0 Days)
S2,NIL,736,92,C157,870.93,0,Current (0 Days)
S2,SHI,982,33,C158,11136.73,0,Current (0 Days)
S2,KIN,180,21,C159,3732.85,0,Current (0 Days)
S2,HAD,195,40,C160,3311.76,0,Current (0 Days)
S2,KIN,180,21,C161,4511.57,0,Current (0 Days)
S2,PAI,328,84,C162,3856.06,0,Current (0 Days)
S2,AUR,238,19,C163,1246.46,0,Current (0 Days)
S2,PAI,329,44,C164,5828.79,0,Current (0 Days)
S2,AUR,242,38,C165,7210.43,0,Current (0 Days)
S2,HAD,195,19,C166,41.38,0,Current (0 Days)
S2,AHM,353,45,C167,134.12,0,Current (0 Days)
S2,PAI,342,40,C168,5828.79,0,Current (0 Days)
S2,KIN,192,57,C169,2138.39,0,Current (0 Days)
S2,NIL,357,15,C170,155.3,0,Current (0 Days)
S2,NAI,200,17,C171,90.28,0,Current (0 Days)
S2,PAL,273,39,C172,2439.26,0,Current (0 Days)
S2,PAI,341,37,C173,2995.1,0,Current (0 Days)
S1,GAN,485,36,C174,3851.44,0,Current (0 Days)
S2,AKA,212,38,C175,760.97,0,Current (0 Days)
S2,NIL,366,37,C176,3235.39,0,Current (0 Days)
S2,AUR,238,71,C177,4580.6,0,Current (0 Days)
S2,NIL,358,40,C178,167.47,0,Current (0 Days)
S2,PAI,329,53,C179,3569.83,0,Current (0 Days)
S2,AHM,353,50,C180,448.86,0,Current (0 Days)
S2,AHM,353,50,C181,231.7,0,Current (0 Days)
S2,LAT,352,43,C182,3768.02,0,Current (0 Days)
S1,SIN,738,38,C183,109.59,0,Current (0 Days)
S2,LAT,352,39,C184,2477.17,0,Current (0 Days)
S2,AMB,227,10,C185,1102.86,0,Current (0 Days)
S2,AUR,238,14,C186,1910.6,0,Current (0 Days)
S2,SIL,235,42,C187,3927.95,0,Current (0 Days)
S1,HOS,515,16,C188,361.16,0,Current (0 Days)
S2,AKA,212,18,C189,313.7,0,Current (0 Days)
S2,SIL,235,18,C190,990.87,0,Current (0 Days)
S2,PAC,269,41,C191,499.05,0,Current (0 Days)
S2,NAI,201,25,C192,472.7,0,Current (0 Days)
S2,NIL,357,71,C193,6266.13,0,Current (0 Days)
S2,NAN,196,48,C194,1290.01,0,Current (0 Days)
S2,NAN,197,13,C195,2700.9,0,Current (0 Days)
S2,PAI,329,53,C196,4566.64,0,Current (0 Days)
S2,DHU,159,97,C197,2036.2,0,Current (0 Days)
S2,AUR,238,68,C198,2375.61,0,Current (0 Days)
S2,AUR,238,58,C199,2379.15,0,Current (0 Days)
S2,NAN,197,11,C200,6575.44,0,Current (0 Days)
S2,NAN,197,1-,C201,17491.48,0,Current (0 Days)
S1,BAL,517,39,C202,5420.1,0,Current (0 Days)
S2,BAS,213,11,C203,1390.43,0,Current (0 Days)
S2,BAS,213,11,C204,2678.7,0,Current (0 Days)
S2,HAD,194,31,C205,928.61,0,Current (0 Days)
S2,BAS,196,69,C206,5985.18,0,Current (0 Days)
S2,AMB,229,76,C207,596.95,0,Current (0 Days)
S2,BAS,213,11,C208,2856.52,0,Current (0 Days)
S2,AUR,238,11,C209,1520.41,0,Current (0 Days)
S2,AHM,353,50,C210,451.98,0,Current (0 Days)
S2,SIL,235,42,C211,5816.2,0,Current (0 Days)
S2,SIL,235,42,C212,5816.2,0,Current (0 Days)
S2,BAS,196,69,C213,5142.5,0,Current (0 Days)
S2,AUR,736,89,C214,5355.63,0,Current (0 Days)
S2,AMB,228,44,C215,1452.78,0,Current (0 Days)
S2,NIL,357,69,C216,811.1,0,Current (0 Days)
S2,NAI,201,11,C217,5416.17,0,Current (0 Days)
S2,HAD,195,14,C218,355.92,0,Current (0 Days)
S2,NAI,201,11,C219,4697.23,0,Current (0 Days)
S2,AHM,203,82,C220,16898.65,0,Current (0 Days)
S2,AHM,203,82,C221,27264.17,0,Current (0 Days)
S2,AHM,203,82,C222,20539.64,0,Current (0 Days)
S2,BAD,226,18,C223,3425.41,0,Current (0 Days)
S2,NIL,357,16,C224,1418.36,0,Current (0 Days)
S2,HAD,195,81,C225,7904.77,0,Current (0 Days)
S2,AUR,245,41,C226,5883.93,0,Current (0 Days)
S2,SIL,236,41,C227,3262.5,0,Current (0 Days)
S2,NIL,357,40,C228,1464.08,0,Current (0 Days)
S2,AUR,736,56,C229,4046.74,0,Current (0 Days)
S2,AUR,242,95,C230,454.17,0,Current (0 Days)
S2,AUR,242,93,C231,3649.92,0,Current (0 Days)
S2,AMB,227,10,C232,1102.86,0,Current (0 Days)
S2,AMB,227,10,C233,1106.4,0,Current (0 Days)
S2,SIL,235,42,C234,8145.24,0,Current (0 Days)
S2,AMB,350,88,C235,1919.54,0,Current (0 Days)
S2,LAT,351,44,C236,9153.39,0,Current (0 Days)
S2,CHA,281,44,C237,1132.2,0,Current (0 Days)
S2,PAI,244,15,C238,3484.85,0,Current (0 Days)
S2,HAD,180,42,C239,17299.15,0,Current (0 Days)
S2,AKA,212,12,C240,1379.59,0,Current (0 Days)
S2,NAN,197,10,C241,6575.44,0,Current (0 Days)
S2,NAN,197,11,C242,6575.44,0,Current (0 Days)
S2,CHA,274,41,C243,3928.68,0,Current (0 Days)
S2,BAS,196,11,C244,1156.36,0,Current (0 Days)
S2,NIL,358,22,C245,6181.06,0,Current (0 Days)
S2,NIL,357,10,C246,8074.34,0,Current (0 Days)
S2,BAS,213,11,C247,1499,0,Current (0 Days)
S2,AHM,353,46,C248,1070.02,0,Current (0 Days)
S2,BAS,213,11,C249,210.76,0,Current (0 Days)
S2,PAI,245,37,C250,11158.96,0,Current (0 Days)
S2,NIL,358,83,C251,1533.45,0,Current (0 Days)
S2,AHM,354,30,C252,3053.84,0,Current (0 Days)
S2,SHA,276,37,C253,608.74,0,Current (0 Days)
S2,AMB,225,30,C254,271.26,0,Current (0 Days)
S2,NAI,201,25,C255,30.63,0,Current (0 Days)
S2,AHM,203,34,C256,3344.53,0,Current (0 Days)
S2,AKA,212,42,C257,1257.46,0,Current (0 Days)
S2,PAC,234,42,C258,807.64,0,Current (0 Days)
S2,AUR,239,42,C259,2588.35,0,Current (0 Days)
S2,PAI,329,44,C260,7935.09,0,Current (0 Days)
S2,AMB,228,43,C261,1752.99,0,Current (0 Days)
S2,AUR,239,13,C262,6392.73,0,Current (0 Days)
S2,PAI,341,16,C263,5699.42,0,Current (0 Days)
S2,LAT,351,43,C264,3935.17,0,Current (0 Days)
S2,BAD,226,18,C265,3423.4,0,Current (0 Days)
S2,NAI,201,47,C266,195.75,0,Current (0 Days)
S2,NAN,197,23,C267,1905.79,0,Current (0 Days)
S2,NAI,201,30,C268,14912.51,0,Current (0 Days)
S2,HAD,194,75,C269,10901.68,0,Current (0 Days)
S2,HAD,194,75,C270,11649.86,0,Current (0 Days)
S2,HAD,194,75,C271,11627.65,0,Current (0 Days)
S2,CHA,293,36,C272,3928.31,0,Current (0 Days)
S2,HAD,179,73,C273,16673.62,0,Current (0 Days)
S2,SHI,967,43,C274,3822.65,0,Current (0 Days)
S2,BAS,196,78,C275,1840.58,0,Current (0 Days)
S2,BAD,225,35,C276,3235.85,0,Current (0 Days)
S2,AUR,242,37,C277,6502.76,0,Current (0 Days)
S2,NAI,200,50,C278,105.51,0,Current (0 Days)
S2,AMB,349,42,C279,300.49,0,Current (0 Days)
S2,SIL,223,42,C280,3092.29,0,Current (0 Days)
S2,PAI,244,10,C281,5330.65,0,Current (0 Days)
S2,PAC,287,11,C282,306.98,0,Current (0 Days)
S2,NIL,357,60,C283,1870.74,0,Current (0 Days)
S1,SHI,553,40,C284,3747.24,0,Current (0 Days)
S1,SHI,553,40,C285,3747.24,0,Current (0 Days)
S1,SHI,553,40,C286,4415.95,0,Current (0 Days)
S2,NAI,200,22,C287,231.69,0,Current (0 Days)
S2,AHM,353,26,C288,1112.26,0,Current (0 Days)
S2,BAS,212,46,C289,4235.62,0,Current (0 Days)
S2,AMB,228,42,C290,3505.53,0,Current (0 Days)
S2,BAS,213,18,C291,829.11,0,Current (0 Days)
S2,AMB,226,10,C292,3179.67,0,Current (0 Days)
S2,NIL,357,15,C293,3069.07,0,Current (0 Days)
S2,AUR,239,13,C294,2217.27,0,Current (0 Days)
S2,HAD,194,75,C295,11649.86,0,Current (0 Days)
S2,AUR,237,67,C296,5227.43,0,Current (0 Days)
S2,AUR,238,68,C297,3053.25,0,Current (0 Days)
S2,NAN,197,44,C298,5802.05,0,Current (0 Days)
S2,AHM,203,20,C299,3235.89,0,Current (0 Days)
S2,PAC,229,17,C300,1453.87,0,Current (0 Days)
S2,BAD,237,15,C301,2453.88,0,Current (0 Days)
S2,HAD,194,31,C302,13041.59,0,Current (0 Days)
S2,HAD,195,57,C303,20637.82,0,Current (0 Days)
S2,HAD,195,57,C304,20637.82,0,Current (0 Days)
S2,AUR,239,12,C305,3568.24,0,Current (0 Days)
S2,NAI,201,11,C306,1402.05,0,Current (0 Days)
S2,SIL,236,14,C307,1841.22,0,Current (0 Days)
S2,AHM,353,70,C308,150.12,0,Current (0 Days)
S2,AKA,211,12,C309,961.12,0,Current (0 Days)
S2,AUR,238,80,C310,4843.08,0,Current (0 Days)
S2,AUR,237,71,C311,4261.99,0,Current (0 Days)
S2,PAL,272,70,C312,2308.31,0,Current (0 Days)
S2,NIL,355,44,C313,7951.93,0,Current (0 Days)
S2,NIL,355,44,C314,1913.1,0,Current (0 Days)
S2,BAD,737,45,C315,6595.7,0,Current (0 Days)
S2,AMB,350,97,C316,1383.93,0,Current (0 Days)
S2,NAN,196,12,C317,14087.07,0,Current (0 Days)
S2,AKA,211,15,C318,1093.74,0,Current (0 Days)
S2,AUR,238,43,C319,5465.69,0,Current (0 Days)
S2,NIL,738,44,C320,5619.95,0,Current (0 Days)
S2,SIL,223,36,C321,2056.17,0,Current (0 Days)
S2,KIN,193,42,C322,491.08,0,Current (0 Days)
S2,AMB,227,10,C323,1106.4,0,Current (0 Days)
S2,PAL,272,47,C324,4966.25,0,Current (0 Days)
S2,KIN,192,35,C325,3367.28,0,Current (0 Days)
S2,KIN,192,35,C326,3358.98,0,Current (0 Days)
S2,NAN,202,84,C327,1290.51,0,Current (0 Days)
S2,SHA,278,40,C328,699.67,0,Current (0 Days)
S2,AKA,212,35,C329,1894.53,0,Current (0 Days)
S2,HAD,194,31,C330,1733.93,0,Current (0 Days)
S2,AUR,239,66,C331,703.82,0,Current (0 Days)
S2,PAI,245,86,C332,2053.43,0,Current (0 Days)
S2,SHA,277,37,C333,2510.17,0,Current (0 Days)
S2,BAS,212,46,C334,6198.54,0,Current (0 Days)
S2,SHI,982,33,C335,1185.27,0,Current (0 Days)
S2,AUR,242,95,C336,439.87,0,Current (0 Days)
S2,PAI,245,86,C337,1276.06,0,Current (0 Days)
S2,NAN,197,34,C338,1342.3,0,Current (0 Days)
S2,AUR,238,71,C339,1341.67,0,Current (0 Days)
S2,PAI,328,30,C340,2248.66,0,Current (0 Days)
S2,NAN,196,19,C341,2596.99,0,Current (0 Days)
S2,SHI,738,40,C342,2499.34,0,Current (0 Days)
S2,NIL,358,65,C343,3740.53,0,Current (0 Days)
S2,NIL,358,65,C344,4141.15,0,Current (0 Days)
S2,PAL,272,11,C345,2199.2,0,Current (0 Days)
S2,AMB,226,45,C346,6968.14,0,Current (0 Days)
S2,PAL,272,41,C347,155.7,0,Current (0 Days)
S2,AMB,226,45,C348,4576.38,0,Current (0 Days)
S2,AMB,225,82,C349,177.79,0,Current (0 Days)
S2,NIL,357,38,C350,4038.16,0,Current (0 Days)
S2,AUR,736,78,C351,1038.16,0,Current (0 Days)
S2,AUR,238,53,C352,2302.68,0,Current (0 Days)
S2,AUR,736,89,C353,3033.67,0,Current (0 Days)
S2,NAN,197,59,C354,1125.55,0,Current (0 Days)
S2,AUR,237,67,C355,6446.9,0,Current (0 Days)
S2,NAN,197,34,C356,1258.88,0,Current (0 Days)
S2,AKA,212,35,C357,5932.05,0,Current (0 Days)
S2,PAI,228,70,C358,3707.89,0,Current (0 Days)
S2,NIL,357,15,C359,2197.92,0,Current (0 Days)
S2,DHU,149,72,C360,5554.83,0,Current (0 Days)
S2,SHA,278,40,C361,1194.75,0,Current (0 Days)
S2,PAI,329,53,C362,3566.25,0,Current (0 Days)
S1,SHI,736,41,C363,1487.1,0,Current (0 Days)
S2,CHA,283,42,C364,378.48,0,Current (0 Days)
S2,AMB,229,76,C365,410.86,0,Current (0 Days)
S2,NAI,201,90,C366,469.92,0,Current (0 Days)
S2,BAD,226,15,C367,271.55,0,Current (0 Days)
S2,DHU,149,22,C368,5069.22,0,Current (0 Days)
S2,PAL,273,35,C369,2571.87,0,Current (0 Days)
S2,KIN,192,87,C370,2900.35,0,Current (0 Days)
S2,BAD,227,11,C371,805.9,0,Current (0 Days)
S2,AUR,242,95,C372,1264.19,0,Current (0 Days)
S2,NIL,358,69,C373,1201.52,0,Current (0 Days)
S2,NIL,358,65,C374,4141.15,0,Current (0 Days)
S2,NIL,358,69,C375,1160.13,0,Current (0 Days)
S2,PAI,329,70,C376,7839.62,0,Current (0 Days)
S2,KIN,192,54,C377,836.12,0,Current (0 Days)
S2,AUR,238,19,C378,1246.46,0,Current (0 Days)
S2,PAI,342,40,C379,5662.08,0,Current (0 Days)
S2,NAN,197,39,C380,14434.54,0,Current (0 Days)
S2,SHI,102,34,C381,471.26,0,Current (0 Days)
S2,KIN,192,27,C382,259.21,0,Current (0 Days)
S2,PAI,245,81,C383,384.25,0,Current (0 Days)
S2,NAI,201,48,C384,900.33,0,Current (0 Days)
S2,NAI,201,48,C385,489.79,0,Current (0 Days)
S2,AMB,228,42,C386,5222.54,0,Current (0 Days)
S2,NAN,197,26,C387,2380.79,0,Current (0 Days)
S2,AUR,239,12,C388,2386.13,0,Current (0 Days)
S2,AMB,228,36,C389,1470.03,0,Current (0 Days)
S2,SHA,277,42,C390,5034.58,0,Current (0 Days)
S2,CHA,276,34,C391,1408.14,0,Current (0 Days)
S2,AUR,237,88,C392,3929.16,0,Current (0 Days)
S2,PAL,272,47,C393,4544.94,0,Current (0 Days)
S2,NIL,358,65,C394,4593.24,0,Current (0 Days)
S2,SHA,279,38,C395,3917.72,0,Current (0 Days)
S2,NAN,196,89,C396,19.28,0,Current (0 Days)
S2,PAI,244,70,C397,478.7,0,Current (0 Days)
S1,SHI,553,40,C398,4366.82,0,Current (0 Days)
S1,KUD,519,6-,C399,7914.66,0,Current (0 Days)
S1,KUD,519,6-,C400,7914.66,0,Current (0 Days)
S1,KUD,519,6-,C401,7914.66,0,Current (0 Days)
S2,BAS,213,49,C402,7498.25,0,Current (0 Days)
S2,NIL,358,69,C403,553.61,0,Current (0 Days)
S2,PAL,273,39,C404,2439.26,0,Current (0 Days)
S2,PAI,737,39,C405,15271.48,0,Current (0 Days)
S2,AMB,229,76,C406,4721.52,0,Current (0 Days)
S2,SHI,737,21,C407,953.82,0,Current (0 Days)
S2,CHA,272,42,C408,214.02,0,Current (0 Days)
S2,CHA,277,41,C409,1588.5,0,Current (0 Days)
S2,HAD,194,75,C410,10178.94,0,Current (0 Days)
S2,SHA,279,43,C411,811.65,0,Current (0 Days)
S2,KIN,192,35,C412,446.3,0,Current (0 Days)
S2,AKA,212,15,C413,7620.86,0,Current (0 Days)
S2,AUR,242,12,C414,4728.18,0,Current (0 Days)
S2,SHI,101,16,C415,1048.27,0,Current (0 Days)
S2,NAI,201,10,C416,2823.96,0,Current (0 Days)
S2,NAN,203,63,C417,4293.26,0,Current (0 Days)
S2,HAD,180,10,C418,2400.92,0,Current (0 Days)
S2,AUR,242,67,C419,5570.54,0,Current (0 Days)
S2,AMB,228,43,C420,319.01,0,Current (0 Days)
S2,DHU,161,40,C421,464.93,0,Current (0 Days)
S2,NAI,201,90,C422,464.64,0,Current (0 Days)
S2,AUR,238,68,C423,3291.66,0,Current (0 Days)
S1,SIN,738,40,C424,17233.02,0,Current (0 Days)
S2,BAD,737,38,C425,5298,0,Current (0 Days)
S2,PAC,287,73,C426,377.17,0,Current (0 Days)
S2,NAN,203,63,C427,820.22,0,Current (0 Days)
S2,NAN,203,29,C428,442.67,0,Current (0 Days)
S2,NAN,197,34,C429,1375.83,0,Current (0 Days)
S2,NAN,203,63,C430,508.95,0,Current (0 Days)
S2,AUR,242,93,C431,2298.64,0,Current (0 Days)
S2,PAC,269,41,C432,1141.71,0,Current (0 Days)
S2,AUR,242,93,C433,2749.76,0,Current (0 Days)
S2,SHI,738,40,C434,1405.74,0,Current (0 Days)
S2,NIL,357,40,C435,1760.15,0,Current (0 Days)
S2,NIL,357,40,C436,204.36,0,Current (0 Days)
S2,PAI,328,84,C437,7980.76,0,Current (0 Days)
S2,NIL,358,74,C438,467.93,0,Current (0 Days)
S2,AUR,239,66,C439,1910.67,0,Current (0 Days)
S2,SIL,237,37,C440,872.72,0,Current (0 Days)
S2,BAS,213,43,C441,1906.16,0,Current (0 Days)
S2,AHM,354,89,C442,1449.9,0,Current (0 Days)
S2,PAC,293,15,C443,6937.7,0,Current (0 Days)
S2,PAI,228,38,C444,8785.39,0,Current (0 Days)
S2,KIN,192,58,C445,2575.95,0,Current (0 Days)
S1,HOS,736,78,C446,286.52,0,Current (0 Days)
S2,SHA,278,55,C447,1926.48,0,Current (0 Days)
S2,NIL,736,65,C448,5091.5,0,Current (0 Days)
S1,SHI,552,37,C449,1663.36,0,Current (0 Days)
S2,CHA,283,42,C450,378.48,0,Current (0 Days)
S2,AMB,229,76,C451,536.21,0,Current (0 Days)
S2,BAS,213,11,C452,3017.17,0,Current (0 Days)
S2,BAS,214,63,C453,1040.29,0,Current (0 Days)
S2,BAD,225,39,C454,1277.79,0,Current (0 Days)
S2,BAD,225,39,C455,8151.78,0,Current (0 Days)
S2,AHM,359,49,C456,3030.75,0,Current (0 Days)
S2,AMB,228,36,C457,25.35,0,Current (0 Days)
S1,HOS,736,69,C458,612.37,0,Current (0 Days)
S2,PAC,286,12,C459,2669.34,0,Current (0 Days)
S2,NAN,198,13,C460,2633.65,0,Current (0 Days)
S2,NAN,198,13,C461,908.31,0,Current (0 Days)
S2,DHU,251,42,C462,2385.93,0,Current (0 Days)
S2,AUR,239,13,C463,6401.08,0,Current (0 Days)
S2,AUR,239,13,C464,5943.62,0,Current (0 Days)
S2,AHM,203,82,C465,20304.16,0,Current (0 Days)
S2,SIL,236,42,C466,644.4,0,Current (0 Days)
S2,AUR,242,60,C467,3925.51,0,Current (0 Days)
S2,AUR,242,60,C468,5813.72,0,Current (0 Days)
S2,SHI,103,86,C469,691.37,0,Current (0 Days)
S2,SHI,103,86,C470,653.88,0,Current (0 Days)
S2,CHA,273,42,C471,3228.23,0,Current (0 Days)
S2,SIL,223,42,C472,1977.57,0,Current (0 Days)
S2,PAL,273,13,C473,6062.79,0,Current (0 Days)
S2,LAT,351,34,C474,7304.27,0,Current (0 Days)
S2,AUR,242,34,C475,4224.14,0,Current (0 Days)
S2,SHA,737,35,C476,2960.06,0,Current (0 Days)
S1,SOR,544,39,C477,3134.04,0,Current (0 Days)
S2,HAD,195,14,C478,355.92,0,Current (0 Days)
S2,NAN,197,1-,C479,15895.83,0,Current (0 Days)
S2,NIL,357,23,C480,5299.08,0,Current (0 Days)
S1,SIN,479,42,C481,5250.02,0,Current (0 Days)
S1,SIN,479,42,C482,5709.9,0,Current (0 Days)
S2,NAN,203,63,C483,2001.98,0,Current (0 Days)
S2,BAS,213,49,C484,5276.88,0,Current (0 Days)
S2,BAS,213,26,C485,698.85,0,Current (0 Days)
S2,BAS,214,63,C486,1040.29,0,Current (0 Days)
S2,NIL,357,23,C487,5330.14,0,Current (0 Days)
S2,PAI,245,15,C488,740.08,0,Current (0 Days)
S2,CHA,272,42,C489,304.98,0,Current (0 Days)
S2,CHA,273,42,C490,378.48,0,Current (0 Days)
S2,SHA,279,32,C491,1879.74,0,Current (0 Days)
S2,CHA,275,38,C492,1846.61,0,Current (0 Days)
S2,PAL,271,14,C493,2224.45,0,Current (0 Days)
S2,NIL,357,79,C494,3022.22,0,Current (0 Days)
S2,NIL,357,79,C495,1772.08,0,Current (0 Days)
S2,AMB,228,37,C496,1470.57,0,Current (0 Days)
S2,BAS,213,26,C497,718.99,0,Current (0 Days)
S2,NAN,196,19,C498,2046.7,0,Current (0 Days)
S2,PAC,230,93,C499,1469.19,0,Current (0 Days)
S2,KIN,192,15,C500,255.6,0,Current (0 Days)
S2,NIL,357,10,C501,3554.04,0,Current (0 Days)
S2,KIN,192,13,C502,1472.65,0,Current (0 Days)
S2,AMB,350,44,C503,1778.58,0,Current (0 Days)
S2,PAC,270,44,C504,2289.54,0,Current (0 Days)
S2,PAC,270,44,C505,2289.54,0,Current (0 Days)
S2,KIN,192,81,C506,2065.13,0,Current (0 Days)
S2,KIN,192,44,C507,6246.3,0,Current (0 Days)
S2,AUR,242,93,C508,3728.33,0,Current (0 Days)
S2,BAS,214,35,C509,3496.79,0,Current (0 Days)
S2,PAL,273,14,C510,12895.28,0,Current (0 Days)
S2,BAD,227,46,C511,1342.05,0,Current (0 Days)
S2,NIL,355,43,C512,14298.33,0,Current (0 Days)
S2,AUR,239,13,C513,3160.58,0,Current (0 Days)
S2,DHU,154,93,C514,368.97,0,Current (0 Days)
S2,AHM,353,42,C515,901.92,0,Current (0 Days)
S2,AHM,353,42,C516,566.13,0,Current (0 Days)
S2,AUR,239,15,C517,1049.17,0,Current (0 Days)
S2,AHM,353,76,C518,15786.15,0,Current (0 Days)
S2,AUR,242,10,C519,4340.81,0,Current (0 Days)
S2,AUR,239,11,C520,3116.78,0,Current (0 Days)
S2,AHM,353,51,C521,1066.27,0,Current (0 Days)
S2,NAN,197,14,C522,1789.81,0,Current (0 Days)
S2,SHI,102,71,C523,1671.17,0,Current (0 Days)
S2,AUR,238,80,C524,12213.67,0,Current (0 Days)
S2,AUR,242,61,C525,1854.22,0,Current (0 Days)
S2,NIL,358,40,C526,800.67,0,Current (0 Days)
S2,BAS,196,56,C527,6416.12,0,Current (0 Days)
S2,AUR,239,66,C528,1506.68,0,Current (0 Days)
S2,AUR,239,66,C529,703.82,0,Current (0 Days)
S2,AUR,238,80,C530,5066.14,0,Current (0 Days)
S2,AUR,238,58,C531,500.98,0,Current (0 Days)
S2,NIL,358,65,C532,4135.58,0,Current (0 Days)
S2,NAN,197,1-,C533,16589.49,0,Current (0 Days)
S2,AHM,353,51,C534,5697.93,0,Current (0 Days)
S2,HAD,194,14,C535,1054.5,0,Current (0 Days)
S2,NAN,197,14,C536,494.09,0,Current (0 Days)
S2,PAL,735,41,C537,3460.13,0,Current (0 Days)
S2,AHM,353,54,C538,400.88,0,Current (0 Days)
S2,AHM,354,40,C539,1655.31,0,Current (0 Days)
S2,NAN,196,89,C540,2835.61,0,Current (0 Days)
S2,NAI,200,13,C541,1926.93,0,Current (0 Days)
S2,DHU,157,34,C542,1721.43,0,Current (0 Days)
S2,BAD,238,44,C543,6598.18,0,Current (0 Days)
S2,BAD,227,14,C544,4123.23,0,Current (0 Days)
S2,NAN,202,44,C545,20361.19,0,Current (0 Days)
S2,SIL,236,38,C546,3338.34,0,Current (0 Days)
S2,PAL,271,37,C547,14513.37,0,Current (0 Days)
S1,SHI,552,38,C548,1129.89,0,Current (0 Days)
S2,AUR,237,67,C549,6026.43,0,Current (0 Days)
S2,KIN,192,35,C550,749.29,0,Current (0 Days)
S2,PAL,272,41,C551,155.7,0,Current (0 Days)
S2,AUR,238,83,C552,2237.54,0,Current (0 Days)
S2,KIN,192,29,C553,2155.13,0,Current (0 Days)
S2,AKA,212,36,C554,450.9,0,Current (0 Days)
S2,AHM,353,42,C555,562.35,0,Current (0 Days)
S2,NIL,357,10,C556,4225.09,0,Current (0 Days)
S2,AHM,354,40,C557,16337.37,0,Current (0 Days)
S2,PAL,272,47,C558,4966.25,0,Current (0 Days)
S2,AUR,242,36,C559,1090.35,0,Current (0 Days)
S2,BAS,213,11,C560,1390.43,0,Current (0 Days)
S2,SHI,982,33,C561,6364.68,0,Current (0 Days)
S2,SHI,982,33,C562,10621.26,0,Current (0 Days)
S2,KIN,192,44,C563,1832.23,0,Current (0 Days)
S2,AMB,228,50,C564,2111.11,0,Current (0 Days)
S2,AUR,242,13,C565,1941.29,0,Current (0 Days)
